"","client_id","birth_number","district_id","client_age","gender"
"821",864,"530327",11,64,"M"
"822",865,"466103",11,71,"F"
"823",866,"756124",38,42,"F"
"824",870,"570506",70,60,"M"
"825",871,"740311",76,43,"M"
"826",872,"630222",35,54,"M"
"827",873,"440105",60,73,"M"
"828",874,"525905",14,65,"F"
"829",875,"561207",14,61,"M"
"830",876,"601125",1,57,"M"
"831",877,"275121",5,90,"F"
"832",878,"200417",5,97,"M"
"833",879,"436208",38,74,"F"
"834",880,"600217",49,57,"M"
"835",881,"755222",5,42,"F"
"836",882,"335909",70,84,"F"
"837",883,"205106",75,97,"F"
"838",884,"181014",75,99,"M"
"839",885,"230208",34,94,"M"
"840",886,"480202",34,69,"M"
"841",887,"736128",66,44,"F"
"842",888,"731026",28,44,"M"
"843",889,"816024",54,36,"F"
"844",890,"190330",77,98,"M"
"845",891,"310131",33,86,"M"
"846",892,"225524",42,95,"F"
"847",893,"356023",43,82,"F"
"848",894,"340818",75,83,"M"
"849",895,"700703",39,47,"M"
"850",896,"735424",36,44,"F"
"851",897,"810325",36,36,"M"
"852",898,"435427",38,74,"F"
"853",899,"440213",38,73,"M"
"854",900,"770410",73,40,"M"
"855",901,"191221",39,98,"M"
"856",902,"500815",23,67,"M"
"857",903,"340306",31,83,"M"
"858",904,"320208",1,85,"M"
"859",905,"401023",38,77,"M"
"860",906,"780616",65,39,"M"
"861",907,"480311",51,69,"M"
"862",908,"615307",51,56,"F"
"863",909,"750907",23,42,"M"
"864",910,"610927",1,56,"M"
"865",911,"391128",43,78,"M"
"866",912,"201029",76,97,"M"
"867",913,"381118",1,79,"M"
"868",914,"215119",1,96,"F"
"869",915,"750503",12,42,"M"
"870",916,"580629",3,59,"M"
"871",917,"735916",25,44,"F"
"872",918,"641223",26,53,"M"
"873",921,"545213",7,63,"F"
"874",922,"725816",22,45,"F"
"875",923,"780822",22,39,"M"
"876",924,"530712",1,64,"M"
"877",925,"590813",54,58,"M"
"878",926,"810122",1,36,"M"
"879",927,"741026",1,43,"M"
"880",928,"516010",66,66,"F"
"881",929,"350423",30,82,"M"
"882",930,"595825",68,58,"F"
"883",931,"680607",16,49,"M"
"884",932,"470927",3,70,"M"
"885",933,"785311",33,39,"F"
"886",934,"820819",33,35,"M"
"887",935,"465517",42,71,"F"
"888",936,"430730",42,74,"M"
"889",937,"311114",1,86,"M"
"890",938,"445807",59,73,"F"
"891",939,"520803",21,65,"M"
"892",940,"600811",53,57,"M"
"893",941,"351005",10,82,"M"
"894",942,"315902",12,86,"F"
"895",943,"360926",12,81,"M"
"896",944,"701218",39,47,"M"
"897",945,"775110",39,40,"F"
"898",946,"510806",54,66,"M"
"899",948,"240422",49,93,"M"
"900",949,"760727",3,41,"M"
"901",950,"655412",76,52,"F"
"902",951,"600917",76,57,"M"
"903",952,"515501",63,66,"F"
"904",953,"371017",25,80,"M"
"905",954,"426020",1,75,"F"
"906",955,"700128",57,47,"M"
"907",956,"661021",1,51,"M"
"908",957,"416223",56,76,"F"
"909",958,"420504",56,75,"M"
"910",959,"625912",11,55,"F"
"911",960,"575413",16,60,"F"
"912",961,"316004",15,86,"F"
"913",962,"660219",19,51,"M"
"914",963,"666217",64,51,"F"
"915",964,"536021",10,64,"F"
"916",965,"726201",13,45,"F"
"917",966,"780902",13,39,"M"
"918",967,"790620",76,38,"M"
"919",968,"570217",69,60,"M"
"920",970,"570329",36,60,"M"
"921",971,"195101",46,98,"F"
"922",972,"170506",46,100,"M"
"923",973,"706006",14,47,"F"
"924",974,"630624",14,54,"M"
"925",975,"595712",1,58,"F"
"926",976,"556119",16,62,"F"
"927",977,"265510",76,91,"F"
"928",978,"685609",56,49,"F"
"929",979,"661118",56,51,"M"
"930",980,"610930",40,56,"M"
"931",981,"600628",5,57,"M"
"932",984,"490703",20,68,"M"
"933",985,"475113",20,70,"F"
"934",986,"550516",74,62,"M"
"935",987,"520520",60,65,"M"
"936",988,"396001",40,78,"F"
"937",989,"330815",40,84,"M"
"938",990,"611224",71,56,"M"
"939",991,"410627",32,76,"M"
"940",992,"480521",19,69,"M"
"941",993,"696031",44,48,"F"
"942",994,"710427",36,46,"M"
"943",995,"736030",36,44,"F"
"944",996,"805626",1,37,"F"
"945",997,"501111",59,67,"M"
"946",998,"535628",59,64,"F"
"947",999,"665901",74,51,"F"
"948",1000,"611027",74,56,"M"
"949",1001,"470414",44,70,"M"
"950",1002,"445308",42,73,"F"
"951",1003,"376031",31,80,"F"
"952",1004,"570925",3,60,"M"
"953",1006,"425628",46,75,"F"
"954",1007,"380105",46,79,"M"
"955",1008,"560706",6,61,"M"
"956",1009,"625427",33,55,"F"
"957",1010,"550816",33,62,"M"
"958",1011,"390713",16,78,"M"
"959",1012,"665213",70,51,"F"
"960",1013,"730312",70,44,"M"
"961",1014,"310208",1,86,"M"
"962",1015,"340313",62,83,"M"
"963",1016,"405721",62,77,"F"
"964",1017,"435212",6,74,"F"
"965",1018,"450228",53,72,"M"
"966",1019,"466222",14,71,"F"
"967",1020,"775510",72,40,"F"
"968",1021,"770805",2,40,"M"
"969",1022,"400723",31,77,"M"
"970",1023,"381228",1,79,"M"
"971",1024,"560329",25,61,"M"
"972",1025,"640708",15,53,"M"
"973",1026,"790812",57,38,"M"
"974",1027,"406104",1,77,"F"
"975",1028,"341002",1,83,"M"
"976",1029,"545316",1,63,"F"
"977",1030,"471011",1,70,"M"
"978",1031,"686211",2,49,"F"
"979",1032,"386030",1,79,"F"
"980",1033,"371014",1,80,"M"
"981",1034,"746111",52,43,"F"
"982",1035,"715328",13,46,"F"
"983",1036,"761206",13,41,"M"
"984",1037,"656101",1,52,"F"
"985",1038,"615923",69,56,"F"
"986",1039,"806011",70,37,"F"
"987",1040,"600617",1,57,"M"
"988",1041,"610705",72,56,"M"
"989",1042,"665925",17,51,"F"
"990",1043,"631116",17,54,"M"
"991",1044,"715913",9,46,"F"
"992",1045,"476224",60,70,"F"
"993",1046,"750824",1,42,"M"
"994",1047,"635711",16,54,"F"
"995",1048,"746003",70,43,"F"
"996",1049,"421111",1,75,"M"
"997",1050,"715701",27,46,"F"
"998",1051,"715826",73,46,"F"
"999",1052,"640311",56,53,"M"
"1000",1053,"585603",56,59,"F"
"1001",1054,"240820",63,93,"M"
"1002",1055,"190517",4,98,"M"
"1003",1056,"630619",1,54,"M"
"1004",1057,"390221",52,78,"M"
"1005",1058,"755801",9,42,"F"
"1006",1059,"600603",26,57,"M"
"1007",1060,"576217",26,60,"F"
"1008",1062,"750108",16,42,"M"
"1009",1063,"765612",16,41,"F"
"1010",1064,"515203",1,66,"F"
"1011",1065,"571126",2,60,"M"
"1012",1066,"401018",1,77,"M"
"1013",1067,"520514",1,65,"M"
"1014",1068,"266020",13,91,"F"
"1015",1069,"385221",54,79,"F"
"1016",1070,"381202",54,79,"M"
"1017",1071,"250125",43,92,"M"
"1018",1072,"666208",60,51,"F"
"1019",1073,"240410",34,93,"M"
"1020",1074,"285825",34,89,"F"
"1021",1075,"345604",65,83,"F"
"1022",1076,"795511",53,38,"F"
"1023",1077,"200623",46,97,"M"
"1024",1078,"786215",24,39,"F"
"1025",1079,"610715",3,56,"M"
"1026",1080,"506006",54,67,"F"
"1027",1081,"701216",71,47,"M"
"1028",1082,"670223",9,50,"M"
"1029",1083,"371215",48,80,"M"
"1030",1084,"445409",48,73,"F"
"1031",1085,"326219",60,85,"F"
"1032",1086,"730504",74,44,"M"
"1033",1087,"785730",74,39,"F"
"1034",1088,"695823",47,48,"F"
"1035",1089,"391209",1,78,"M"
"1036",1090,"395620",35,78,"F"
"1037",1091,"405627",59,77,"F"
"1038",1092,"625720",41,55,"F"
"1039",1093,"765728",62,41,"F"
"1040",1094,"606004",30,57,"F"
"1041",1095,"540216",30,63,"M"
"1042",1096,"265303",1,91,"F"
"1043",1097,"300902",1,87,"M"
"1044",1098,"485910",60,69,"F"
"1045",1099,"796121",65,38,"F"
"1046",1100,"510704",59,66,"M"
"1047",1101,"460622",74,71,"M"
"1048",1102,"350129",72,82,"M"
"1049",1103,"510818",1,66,"M"
"1050",1104,"555209",1,62,"F"
"1051",1105,"420103",56,75,"M"
"1052",1106,"405225",56,77,"F"
"1053",1107,"610426",60,56,"M"
"1054",1108,"556222",62,62,"F"
"1055",1109,"315901",58,86,"F"
"1056",1110,"285324",10,89,"F"
"1057",1111,"790604",61,38,"M"
"1058",1112,"305725",13,87,"F"
"1059",1113,"760820",11,41,"M"
"1060",1114,"800618",59,37,"M"
"1061",1115,"205824",36,97,"F"
"1062",1116,"735419",69,44,"F"
"1063",1117,"766101",20,41,"F"
"1064",1118,"691103",20,48,"M"
"1065",1119,"805105",54,37,"F"
"1066",1120,"736021",41,44,"F"
"1067",1121,"390302",59,78,"M"
"1068",1122,"210218",20,96,"M"
"1069",1123,"225826",20,95,"F"
"1070",1124,"280412",21,89,"M"
"1071",1125,"345330",9,83,"F"
"1072",1126,"351023",9,82,"M"
"1073",1127,"741112",23,43,"M"
"1074",1128,"300716",7,87,"M"
"1075",1129,"310924",43,86,"M"
"1076",1130,"406126",70,77,"F"
"1077",1131,"476028",55,70,"F"
"1078",1132,"480321",55,69,"M"
"1079",1133,"585915",37,59,"F"
"1080",1134,"591001",37,58,"M"
"1081",1135,"520721",8,65,"M"
"1082",1136,"765918",9,41,"F"
"1083",1137,"775305",1,40,"F"
"1084",1138,"705930",70,47,"F"
"1085",1139,"730922",70,44,"M"
"1086",1140,"460224",18,71,"M"
"1087",1141,"415422",21,76,"F"
"1088",1142,"466119",59,71,"F"
"1089",1143,"460515",59,71,"M"
"1090",1145,"685914",58,49,"F"
"1091",1146,"651114",54,52,"M"
"1092",1147,"300512",3,87,"M"
"1093",1148,"410515",41,76,"M"
"1094",1149,"765925",14,41,"F"
"1095",1150,"455624",74,72,"F"
"1096",1151,"730306",59,44,"M"
"1097",1152,"810312",74,36,"M"
"1098",1153,"806115",70,37,"F"
"1099",1154,"240131",72,93,"M"
"1100",1155,"225710",72,95,"F"
"1101",1156,"336111",1,84,"F"
"1102",1157,"586230",4,59,"F"
"1103",1158,"545821",1,63,"F"
"1104",1159,"440203",64,73,"M"
"1105",1160,"385728",64,79,"F"
"1106",1161,"730525",7,44,"M"
"1107",1162,"755219",26,42,"F"
"1108",1163,"640828",20,53,"M"
"1109",1164,"595914",15,58,"F"
"1110",1165,"426002",15,75,"F"
"1111",1166,"590627",74,58,"M"
"1112",1167,"545317",74,63,"F"
"1113",1168,"780531",19,39,"M"
"1114",1169,"415124",18,76,"F"
"1115",1170,"770428",12,40,"M"
"1116",1171,"745328",46,43,"F"
"1117",1172,"235613",54,94,"F"
"1118",1173,"220602",54,95,"M"
"1119",1174,"705313",29,47,"F"
"1120",1175,"251025",1,92,"M"
"1121",1176,"185831",1,99,"F"
"1122",1177,"395621",77,78,"F"
"1123",1178,"716004",1,46,"F"
"1124",1179,"306005",1,87,"F"
"1125",1180,"441006",21,73,"M"
"1126",1181,"391112",1,78,"M"
"1127",1182,"466016",66,71,"F"
"1128",1183,"421129",54,75,"M"
"1129",1186,"475805",2,70,"F"
"1130",1187,"615906",32,56,"F"
"1131",1188,"680919",32,49,"M"
"1132",1189,"325215",74,85,"F"
"1133",1190,"765412",15,41,"F"
"1134",1191,"770602",15,40,"M"
"1135",1192,"255101",10,92,"F"
"1136",1193,"260129",19,91,"M"
"1137",1194,"395614",17,78,"F"
"1138",1195,"395122",39,78,"F"
"1139",1196,"430416",22,74,"M"
"1140",1197,"666002",6,51,"F"
"1141",1198,"755217",72,42,"F"
"1142",1199,"766024",64,41,"F"
"1143",1200,"316117",47,86,"F"
"1144",1201,"450910",54,72,"M"
"1145",1202,"806011",47,37,"F"
"1146",1204,"746109",77,43,"F"
"1147",1206,"570621",50,60,"M"
"1148",1207,"395917",28,78,"F"
"1149",1208,"755901",70,42,"F"
"1150",1209,"575409",36,60,"F"
"1151",1210,"611012",6,56,"M"
"1152",1211,"780714",1,39,"M"
"1153",1212,"275919",13,90,"F"
"1154",1213,"660428",1,51,"M"
"1155",1214,"401115",61,77,"M"
"1156",1215,"440506",45,73,"M"
"1157",1216,"455612",65,72,"F"
"1158",1217,"370417",59,80,"M"
"1159",1218,"800527",74,37,"M"
"1160",1219,"440731",1,73,"M"
"1161",1220,"536216",40,64,"F"
"1162",1221,"735518",14,44,"F"
"1163",1222,"396130",7,78,"F"
"1164",1223,"555813",14,62,"F"
"1165",1224,"380512",56,79,"M"
"1166",1225,"460821",42,71,"M"
"1167",1226,"515414",33,66,"F"
"1168",1227,"551002",33,62,"M"
"1169",1228,"495828",21,68,"F"
"1170",1229,"710202",19,46,"M"
"1171",1231,"655927",20,52,"F"
"1172",1232,"590413",20,58,"M"
"1173",1233,"421022",68,75,"M"
"1174",1234,"750115",23,42,"M"
"1175",1235,"795712",23,38,"F"
"1176",1236,"675428",26,50,"F"
"1177",1237,"231107",57,94,"M"
"1178",1238,"350901",74,82,"M"
"1179",1239,"765909",11,41,"F"
"1180",1240,"765824",32,41,"F"
"1181",1241,"426217",73,75,"F"
"1182",1242,"445821",73,73,"F"
"1183",1243,"746005",11,43,"F"
"1184",1244,"640502",1,53,"M"
"1185",1245,"790813",64,38,"M"
"1186",1246,"621119",70,55,"M"
"1187",1247,"696009",70,48,"F"
"1188",1248,"710624",19,46,"M"
"1189",1250,"525801",43,65,"F"
"1190",1251,"590530",1,58,"M"
"1191",1252,"535819",1,64,"F"
"1192",1253,"675828",14,50,"F"
"1193",1254,"395831",3,78,"F"
"1194",1255,"665807",1,51,"F"
"1195",1256,"556113",46,62,"F"
"1196",1257,"285901",35,89,"F"
"1197",1258,"240920",35,93,"M"
"1198",1259,"660929",18,51,"M"
"1199",1260,"455103",57,72,"F"
"1200",1261,"510928",57,66,"M"
"1201",1262,"520403",35,65,"M"
"1202",1263,"595225",35,58,"F"
"1203",1264,"766003",61,41,"F"
"1204",1265,"586221",57,59,"F"
"1205",1266,"526124",71,65,"F"
"1206",1267,"545211",29,63,"F"
"1207",1268,"490330",29,68,"M"
"1208",1269,"486231",1,69,"F"
"1209",1270,"300516",13,87,"M"
"1210",1271,"351129",47,82,"M"
"1211",1272,"440415",8,73,"M"
"1212",1273,"780615",6,39,"M"
"1213",1274,"760125",44,41,"M"
"1214",1275,"516010",1,66,"F"
"1215",1276,"425426",68,75,"F"
"1216",1277,"310407",70,86,"M"
"1217",1278,"780912",72,39,"M"
"1218",1279,"560711",16,61,"M"
"1219",1280,"520508",34,65,"M"
"1220",1281,"496228",34,68,"F"
"1221",1282,"361127",52,81,"M"
"1222",1283,"395209",66,78,"F"
"1223",1284,"430804",66,74,"M"
"1224",1285,"391126",62,78,"M"
"1225",1286,"505313",52,67,"F"
"1226",1287,"445809",65,73,"F"
"1227",1288,"720520",73,45,"M"
"1228",1289,"460918",59,71,"M"
"1229",1290,"760129",35,41,"M"
"1230",1291,"645418",1,53,"F"
"1231",1292,"770428",14,40,"M"
"1232",1293,"270129",1,90,"M"
"1233",1294,"305529",1,87,"F"
"1234",1295,"445209",74,73,"F"
"1235",1296,"595801",55,58,"F"
"1236",1297,"185128",64,99,"F"
"1237",1298,"210315",64,96,"M"
"1238",1299,"206016",2,97,"F"
"1239",1300,"791027",45,38,"M"
"1240",1303,"405816",42,77,"F"
"1241",1304,"360728",37,81,"M"
"1242",1305,"455428",55,72,"F"
"1243",1306,"226008",32,95,"F"
"1244",1307,"530408",74,64,"M"
"1245",1308,"540218",69,63,"M"
"1246",1309,"750617",1,42,"M"
"1247",1310,"775924",41,40,"F"
"1248",1311,"566218",54,61,"F"
"1249",1312,"355403",35,82,"F"
"1250",1313,"701120",54,47,"M"
"1251",1314,"755609",54,42,"F"
"1252",1315,"230226",34,94,"M"
"1253",1316,"466113",67,71,"F"
"1254",1317,"450518",67,72,"M"
"1255",1318,"310310",47,86,"M"
"1256",1321,"776109",35,40,"F"
"1257",1322,"455922",4,72,"F"
"1258",1323,"440106",70,73,"M"
"1259",1324,"565807",66,61,"F"
"1260",1325,"450919",39,72,"M"
"1261",1326,"565512",55,61,"F"
"1262",1327,"636231",20,54,"F"
"1263",1328,"375605",42,80,"F"
"1264",1329,"180216",26,99,"M"
"1265",1330,"680917",66,49,"M"
"1266",1331,"631124",54,54,"M"
"1267",1332,"576127",5,60,"F"
"1268",1333,"490420",48,68,"M"
"1269",1334,"780206",8,39,"M"
"1270",1335,"615125",1,56,"F"
"1271",1336,"621104",1,55,"M"
"1272",1337,"795329",56,38,"F"
"1273",1338,"830726",56,34,"M"
"1274",1339,"590504",22,58,"M"
"1275",1340,"395320",68,78,"F"
"1276",1341,"625617",69,55,"F"
"1277",1343,"395816",1,78,"F"
"1278",1344,"350218",1,82,"M"
"1279",1345,"680522",32,49,"M"
"1280",1346,"540829",13,63,"M"
"1281",1347,"700306",13,47,"M"
"1282",1348,"755607",13,42,"F"
"1283",1349,"685107",26,49,"F"
"1284",1350,"590428",1,58,"M"
"1285",1351,"515924",1,66,"F"
"1286",1352,"715401",54,46,"F"
"1287",1353,"590213",27,58,"M"
"1288",1354,"210114",64,96,"M"
"1289",1355,"765201",35,41,"F"
"1290",1356,"320918",1,85,"M"
"1291",1359,"515904",1,66,"F"
"1292",1360,"460819",1,71,"M"
"1293",1361,"225929",1,95,"F"
"1294",1362,"290103",1,88,"M"
"1295",1363,"796227",6,38,"F"
"1296",1364,"331228",1,84,"M"
"1297",1365,"385223",1,79,"F"
"1298",1366,"805302",12,37,"F"
"1299",1367,"656027",60,52,"F"
"1300",1368,"571230",60,60,"M"
"1301",1369,"781023",41,39,"M"
"1302",1370,"655111",34,52,"F"
"1303",1371,"486022",49,69,"F"
"1304",1372,"766207",28,41,"F"
"1305",1373,"755208",74,42,"F"
"1306",1375,"770127",69,40,"M"
"1307",1376,"580903",18,59,"M"
"1308",1377,"515723",18,66,"F"
"1309",1378,"416125",74,76,"F"
"1310",1379,"370218",74,80,"M"
"1311",1380,"535729",44,64,"F"
"1312",1382,"796123",18,38,"F"
"1313",1383,"821005",29,35,"M"
"1314",1384,"535424",40,64,"F"
"1315",1385,"530830",22,64,"M"
"1316",1386,"565809",22,61,"F"
"1317",1387,"775222",1,40,"F"
"1318",1388,"625906",5,55,"F"
"1319",1389,"275304",43,90,"F"
"1320",1390,"795527",59,38,"F"
"1321",1391,"651122",41,52,"M"
"1322",1392,"320206",50,85,"M"
"1323",1393,"345501",50,83,"F"
"1324",1394,"425822",49,75,"F"
"1325",1395,"411018",49,76,"M"
"1326",1396,"465314",39,71,"F"
"1327",1397,"216225",66,96,"F"
"1328",1401,"810724",35,36,"M"
"1329",1402,"361125",44,81,"M"
"1330",1403,"445102",44,73,"F"
"1331",1404,"686220",11,49,"F"
"1332",1406,"486112",29,69,"F"
"1333",1407,"410804",29,76,"M"
"1334",1408,"690807",49,48,"M"
"1335",1409,"510430",25,66,"M"
"1336",1410,"440203",18,73,"M"
"1337",1411,"395806",18,78,"F"
"1338",1412,"791105",6,38,"M"
"1339",1413,"695716",11,48,"F"
"1340",1414,"746113",70,43,"F"
"1341",1416,"271202",19,90,"M"
"1342",1417,"666112",27,51,"F"
"1343",1418,"745616",41,43,"F"
"1344",1419,"185125",74,99,"F"
"1345",1420,"160120",74,101,"M"
"1346",1421,"565210",20,61,"F"
"1347",1422,"765223",69,41,"F"
"1348",1423,"820411",69,35,"M"
"1349",1424,"520105",8,65,"M"
"1350",1425,"680827",12,49,"M"
"1351",1426,"645430",12,53,"F"
"1352",1427,"656216",14,52,"F"
"1353",1428,"200423",12,97,"M"
"1354",1429,"275904",12,90,"F"
"1355",1430,"825529",64,35,"F"
"1356",1431,"306108",55,87,"F"
"1357",1432,"615817",16,56,"F"
"1358",1433,"595710",72,58,"F"
"1359",1434,"670325",72,50,"M"
"1360",1435,"530625",52,64,"M"
"1361",1438,"636025",29,54,"F"
"1362",1439,"740910",29,43,"M"
"1363",1440,"780117",1,39,"M"
"1364",1441,"316205",42,86,"F"
"1365",1442,"330418",42,84,"M"
"1366",1443,"350125",29,82,"M"
"1367",1444,"425714",29,75,"F"
"1368",1445,"410724",68,76,"M"
"1369",1446,"540729",70,63,"M"
"1370",1447,"525621",70,65,"F"
"1371",1448,"576009",50,60,"F"
"1372",1449,"490629",41,68,"M"
"1373",1450,"695317",61,48,"F"
"1374",1452,"405528",72,77,"F"
"1375",1453,"665329",29,51,"F"
"1376",1454,"251003",73,92,"M"
"1377",1455,"275902",73,90,"F"
"1378",1456,"280424",70,89,"M"
"1379",1457,"346012",70,83,"F"
"1380",1458,"380408",67,79,"M"
"1381",1459,"760908",4,41,"M"
"1382",1460,"335313",23,84,"F"
"1383",1461,"691221",28,48,"M"
"1384",1462,"410302",49,76,"M"
"1385",1463,"365126",70,81,"F"
"1386",1464,"285401",36,89,"F"
"1387",1465,"310106",36,86,"M"
"1388",1466,"530822",39,64,"M"
"1389",1467,"240930",65,93,"M"
"1390",1468,"405416",77,77,"F"
"1391",1469,"665914",54,51,"F"
"1392",1470,"420504",1,75,"M"
"1393",1471,"385915",1,79,"F"
"1394",1472,"675910",1,50,"F"
"1395",1473,"316206",1,86,"F"
"1396",1474,"716215",45,46,"F"
"1397",1475,"320331",19,85,"M"
"1398",1476,"701130",70,47,"M"
"1399",1478,"690821",4,48,"M"
"1400",1479,"560622",1,61,"M"
"1401",1480,"430528",69,74,"M"
"1402",1481,"336123",62,84,"F"
"1403",1482,"505328",46,67,"F"
"1404",1483,"515510",1,66,"F"
"1405",1484,"520618",1,65,"M"
"1406",1485,"780514",7,39,"M"
"1407",1486,"745913",7,43,"F"
"1408",1487,"765827",48,41,"F"
"1409",1488,"610109",31,56,"M"
"1410",1489,"280124",6,89,"M"
"1411",1490,"280420",42,89,"M"
"1412",1491,"820421",19,35,"M"
"1413",1492,"685509",9,49,"F"
"1414",1493,"221229",1,95,"M"
"1415",1494,"155322",1,102,"F"
"1416",1495,"315210",1,86,"F"
"1417",1496,"425608",1,75,"F"
"1418",1497,"485803",53,69,"F"
"1419",1498,"410209",53,76,"M"
"1420",1499,"516129",74,66,"F"
"1421",1500,"811212",1,36,"M"
"1422",1501,"460122",68,71,"M"
"1423",1502,"730124",68,44,"M"
"1424",1503,"220901",58,95,"M"
"1425",1504,"185116",58,99,"F"
"1426",1505,"715625",65,46,"F"
"1427",1506,"310625",22,86,"M"
"1428",1507,"296122",22,88,"F"
"1429",1508,"545630",67,63,"F"
"1430",1509,"425419",62,75,"F"
"1431",1510,"485130",34,69,"F"
"1432",1511,"625306",13,55,"F"
"1433",1512,"425811",5,75,"F"
"1434",1513,"590821",74,58,"M"
"1435",1514,"570802",68,60,"M"
"1436",1516,"466017",38,71,"F"
"1437",1517,"561002",66,61,"M"
"1438",1518,"605728",3,57,"F"
"1439",1519,"590706",3,58,"M"
"1440",1520,"561105",72,61,"M"
"1441",1521,"791010",5,38,"M"
"1442",1522,"685514",52,49,"F"
"1443",1523,"315830",29,86,"F"
"1444",1524,"625113",30,55,"F"
"1445",1525,"430309",1,74,"M"
"1446",1526,"355315",1,82,"F"
"1447",1527,"341218",49,83,"M"
"1448",1528,"640320",57,53,"M"
"1449",1529,"725620",43,45,"F"
"1450",1530,"455806",74,72,"F"
"1451",1531,"605628",52,57,"F"
"1452",1532,"621030",52,55,"M"
"1453",1533,"601222",55,57,"M"
"1454",1534,"526222",17,65,"F"
"1455",1535,"361028",40,81,"M"
"1456",1536,"676013",37,50,"F"
"1457",1537,"791207",54,38,"M"
"1458",1539,"231119",32,94,"M"
"1459",1540,"371107",36,80,"M"
"1460",1541,"335306",36,84,"F"
"1461",1542,"191208",31,98,"M"
"1462",1543,"275602",31,90,"F"
"1463",1546,"300413",28,87,"M"
"1464",1547,"276220",28,90,"F"
"1465",1548,"230304",70,94,"M"
"1466",1549,"286114",70,89,"F"
"1467",1550,"466121",8,71,"F"
"1468",1554,"441215",55,73,"M"
"1469",1555,"500914",30,67,"M"
"1470",1556,"500402",66,67,"M"
"1471",1557,"596214",35,58,"F"
"1472",1558,"275125",11,90,"F"
"1473",1559,"401020",72,77,"M"
"1474",1561,"235916",1,94,"F"
"1475",1562,"190814",1,98,"M"
"1476",1563,"780806",3,39,"M"
"1477",1564,"475625",40,70,"F"
"1478",1565,"600519",71,57,"M"
"1479",1566,"666020",15,51,"F"
"1480",1567,"300419",50,87,"M"
"1481",1568,"275629",50,90,"F"
"1482",1569,"565717",54,61,"F"
"1483",1570,"580617",54,59,"M"
"1484",1571,"676015",7,50,"F"
"1485",1572,"636212",1,54,"F"
"1486",1574,"790218",18,38,"M"
"1487",1575,"236006",55,94,"F"
"1488",1576,"190502",55,98,"M"
"1489",1577,"440419",23,73,"M"
"1490",1578,"715815",40,46,"F"
"1491",1579,"631013",27,54,"M"
"1492",1580,"685618",1,49,"F"
"1493",1581,"635415",56,54,"F"
"1494",1582,"340214",54,83,"M"
"1495",1583,"725108",1,45,"F"
"1496",1584,"625129",1,55,"F"
"1497",1585,"350720",60,82,"M"
"1498",1586,"345112",60,83,"F"
"1499",1587,"280505",23,89,"M"
"1500",1588,"501029",45,67,"M"
"1501",1589,"516127",48,66,"F"
"1502",1590,"405810",13,77,"F"
"1503",1591,"535707",42,64,"F"
"1504",1592,"280411",56,89,"M"
"1505",1593,"255531",56,92,"F"
"1506",1594,"390929",56,78,"M"
"1507",1595,"546216",56,63,"F"
"1508",1596,"786022",58,39,"F"
"1509",1597,"560510",60,61,"M"
"1510",1598,"250425",67,92,"M"
"1511",1599,"641008",43,53,"M"
"1512",1600,"655615",43,52,"F"
"1513",1601,"695329",42,48,"F"
"1514",1602,"681230",42,49,"M"
"1515",1603,"680827",26,49,"M"
"1516",1604,"695721",26,48,"F"
"1517",1605,"805921",52,37,"F"
"1518",1606,"820902",65,35,"M"
"1519",1607,"415526",8,76,"F"
"1520",1608,"411111",53,76,"M"
"1521",1609,"445530",53,73,"F"
"1522",1610,"425423",68,75,"F"
"1523",1611,"636202",59,54,"F"
"1524",1612,"590630",59,58,"M"
"1525",1613,"610115",50,56,"M"
"1526",1614,"380518",21,79,"M"
"1527",1615,"525428",74,65,"F"
"1528",1616,"380523",54,79,"M"
"1529",1617,"505430",5,67,"F"
"1530",1618,"796207",17,38,"F"
"1531",1619,"425127",74,75,"F"
"1532",1620,"360515",74,81,"M"
"1533",1621,"525405",76,65,"F"
"1534",1622,"501012",52,67,"M"
"1535",1623,"630709",36,54,"M"
"1536",1624,"650910",9,52,"M"
"1537",1625,"735712",9,44,"F"
"1538",1628,"575325",12,60,"F"
"1539",1629,"660901",28,51,"M"
"1540",1630,"645219",28,53,"F"
"1541",1631,"760430",74,41,"M"
"1542",1632,"435220",8,74,"F"
"1543",1633,"725828",55,45,"F"
"1544",1634,"691110",55,48,"M"
"1545",1635,"305902",75,87,"F"
"1546",1636,"320912",75,85,"M"
"1547",1637,"431020",21,74,"M"
"1548",1638,"545130",40,63,"F"
"1549",1639,"595501",1,58,"F"
"1550",1640,"535613",51,64,"F"
"1551",1641,"235128",31,94,"F"
"1552",1642,"596010",1,58,"F"
"1553",1643,"765417",39,41,"F"
"1554",1644,"760606",56,41,"M"
"1555",1645,"615310",39,56,"F"
"1556",1646,"660317",8,51,"M"
"1557",1647,"785326",71,39,"F"
"1558",1648,"520312",46,65,"M"
"1559",1649,"505316",46,67,"F"
"1560",1650,"530329",1,64,"M"
"1561",1651,"665710",11,51,"F"
"1562",1653,"440619",42,73,"M"
"1563",1654,"631208",60,54,"M"
"1564",1655,"720204",74,45,"M"
"1565",1656,"685618",22,49,"F"
"1566",1657,"351002",32,82,"M"
"1567",1658,"295821",52,88,"F"
"1568",1659,"376215",1,80,"F"
"1569",1660,"826211",1,35,"F"
"1570",1661,"535416",47,64,"F"
"1571",1662,"670907",53,50,"M"
